City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,labrador city,52.9463,-66.9114,10.95,100,100,1.54,CA,1691647860
365,mbamba bay,-11.2833,34.7667,22.36,51,50,2.65,TZ,1691647860
366,illizi,26.4833,8.4667,28.58,16,0,2.92,DZ,1691647860
367,farsan,32.2569,50.561,25.66,26,0,2.74,IR,1691647861
368,keminmaa,65.8596,24.8228,14.87,94,97,3.09,FI,1691647862
369,muynoq,43.7683,59.0214,31.84,26,2,7.3,UZ,1691647862
370,novyy urengoy,66.0833,76.6333,10.25,78,100,9.58,RU,1691647863
371,alta,69.9689,23.2717,18.59,79,75,1.03,NO,1691647863
372,gorontalo,0.5412,123.0595,30.53,62,79,4.19,ID,1691647864
373,sungai penuh,-2.0833,101.3833,25.31,67,56,1.03,ID,1691647864
374,luena,-11.7833,19.9167,14.45,41,8,2.03,AO,1691647865
375,meadow lake,34.8014,-106.5436,23.31,46,98,3.12,US,1691647865
376,viedma,-40.8135,-62.9967,12.6,49,100,6.29,AR,1691647866
377,al hufuf,25.3646,49.5653,39.96,17,0,1.05,SA,1691647866
378,tofol,5.3248,163.0078,28.37,76,66,2.67,FM,1691647867
379,anna regina,7.2644,-58.5077,27.4,77,66,4.02,GY,1691647867
380,qui nhon,13.7667,109.2333,34.83,54,20,3.34,VN,1691647859
381,guerrero negro,27.9769,-114.0611,21.29,86,4,6.05,MX,1691647868
382,ta`u,-14.2336,-169.5144,27.63,75,33,6.48,AS,1691647869
383,collie,-33.3667,116.15,9.21,96,100,0.17,AU,1691647869
384,tolanaro,-25.0319,46.9987,20.74,81,54,4.32,MG,1691647870
385,salym,60.0625,71.4789,17.51,49,8,5.73,RU,1691647870
386,puerto penasco,31.3167,-113.5333,31.62,74,14,5.36,MX,1691647871
387,glens falls north,43.3351,-73.6825,17.99,89,0,0.0,US,1691647871
388,nadym,65.5333,72.5167,12.69,62,83,12.36,RU,1691647872
389,remire-montjoly,4.9167,-52.2667,23.02,100,0,0.0,GF,1691647872
390,formosa do rio preto,-11.0483,-45.1931,19.21,54,0,1.72,BR,1691647873
391,ad dawadimi,24.5077,44.3924,34.89,7,21,2.53,SA,1691647873
392,arraial do cabo,-22.9661,-42.0278,20.77,85,28,10.02,BR,1691647615
393,nioki,-2.7167,17.6833,24.73,67,85,1.82,CD,1691647874
394,mount gambier,-37.8333,140.7667,11.59,72,98,2.91,AU,1691647849
395,nizhnesortymskiy,62.4397,71.7603,10.22,81,44,8.82,RU,1691647876
396,hovd,48.0056,91.6419,21.84,45,7,4.12,MN,1691647876
397,wenchang,30.904,118.4887,33.58,53,43,2.49,CN,1691647877
398,llallagua,-18.4167,-66.6333,4.12,29,0,2.86,BO,1691647877
399,al bardiyah,31.7561,25.0865,26.68,63,0,3.05,LY,1691647878
400,nebaj,15.4058,-91.1461,19.32,96,39,1.07,GT,1691647878
401,aykhal,66.0,111.5,24.14,50,54,6.32,RU,1691647879
402,ebaye,8.7748,167.7392,30.01,66,100,3.09,MH,1691647880
403,chippewa falls,44.9369,-91.3929,19.1,96,40,0.0,US,1691647728
404,antsiranana,-12.2787,49.2917,26.67,50,1,3.97,MG,1691647881
405,togur,58.3631,82.8265,13.55,90,100,4.79,RU,1691647881
406,dalai,45.5,124.3,23.66,66,82,2.6,CN,1691647882
407,rio rancho,35.2334,-106.6645,23.87,47,98,3.13,US,1691647882
408,kunda,25.7167,81.5167,31.98,61,100,3.9,IN,1691647883
409,ulladulla,-35.35,150.4667,15.46,53,66,5.05,AU,1691647757
410,qusmuryn,52.4503,64.6311,25.17,43,55,7.72,KZ,1691647884
411,zavidovo,56.5333,36.5333,19.3,57,3,2.21,RU,1691647885
412,heerenveen,52.95,5.9333,16.64,91,11,0.85,NL,1691647296
413,goundam,16.4145,-3.6708,31.13,45,98,5.17,ML,1691647886
414,galliano,29.4422,-90.2992,29.0,74,40,3.09,US,1691647887
415,calderitas,18.55,-88.25,27.6,85,14,3.03,MX,1691647887
416,villa gesell,-37.2639,-56.973,13.36,94,99,6.2,AR,1691647888
417,mersing,2.4312,103.8405,30.74,62,72,2.24,MY,1691647889
418,bojia,26.4672,111.9681,33.34,62,23,1.83,CN,1691647889
419,itoman,26.1247,127.6694,33.21,84,75,2.57,JP,1691647890
420,serhiyivka,46.0272,30.3768,21.98,58,71,6.78,UA,1691647890
421,garoua boulai,5.8833,14.55,17.75,98,100,1.46,CM,1691647890
422,saint-denis,48.9167,2.3333,17.88,84,0,2.57,FR,1691647804
423,kangaba,11.9333,-8.4167,22.37,97,100,3.48,ML,1691647891
424,coahuayana de hidalgo,18.7,-103.6583,25.19,74,82,2.0,MX,1691647892
425,ivdel',60.6911,60.4206,15.39,68,100,2.86,RU,1691647892
426,prince george,53.9166,-122.753,16.25,63,100,4.12,CA,1691647893
427,yuzhno-kurilsk,44.0306,145.8556,21.95,90,100,6.45,RU,1691647893
428,hafar al-batin,28.4328,45.9708,41.0,7,0,7.76,SA,1691647894
429,penzance,50.1186,-5.5371,17.38,94,32,4.43,GB,1691647894
430,policoro,40.2115,16.6726,24.39,40,18,2.87,IT,1691647895
431,fort mcmurray,56.7268,-111.381,13.77,100,100,4.63,CA,1691647895
432,asau,46.4333,26.4,17.38,59,100,0.77,RO,1691647896
433,dryden,49.7833,-92.7503,12.16,87,100,2.57,CA,1691647897
434,eydhafushi,5.1033,73.0708,27.74,79,100,5.96,MV,1691647807
435,belize city,17.4995,-88.1976,28.84,80,7,5.64,BZ,1691647898
436,mandalgovi,45.7625,106.2708,27.34,32,6,1.17,MN,1691647898
437,farafangana,-22.8167,47.8333,21.29,83,31,1.98,MG,1691647898
438,villa juarez,24.6536,-107.5411,27.47,78,81,2.12,MX,1691647899
439,road town,18.4167,-64.6167,29.05,80,61,9.71,VG,1691647899
440,chake chake,-5.2459,39.7666,25.44,72,49,4.92,TZ,1691647900
441,argungu,12.7433,4.5269,23.85,87,59,3.83,NG,1691647900
442,sarlat-la-caneda,44.889,1.2166,17.07,80,70,1.13,FR,1691647901
443,bada,51.392,109.8717,18.42,95,100,1.71,RU,1691647901
444,hollins,37.3413,-79.9431,23.21,87,40,1.54,US,1691647902
445,dapa,9.7594,126.0531,30.22,72,97,5.19,PH,1691647902
446,madison,34.7334,-86.5667,22.66,96,75,4.02,US,1691647776
447,mammoth lakes,37.6485,-118.9721,11.4,35,0,0.0,US,1691647903
448,duki,30.1541,68.5728,33.75,27,8,1.26,PK,1691647904
449,atherton,53.5237,-2.4935,18.59,93,92,1.67,GB,1691647690
450,mutum,-19.8,-41.4383,19.68,84,86,0.69,BR,1691647905
451,acarau,-2.8856,-40.12,24.26,87,29,5.28,BR,1691647721
452,el bauga,18.262,33.9081,35.02,32,43,6.17,SD,1691647906
453,mananara,-16.1667,49.7667,22.86,75,43,2.89,MG,1691647906
454,pamanukan,-6.2842,107.8106,31.0,53,33,5.51,ID,1691647907
455,tsiombe,-25.3,45.4833,20.59,67,51,5.68,MG,1691647907
456,korla,41.7597,86.1469,34.8,17,0,5.08,CN,1691647908
457,alexandria,31.2156,29.9553,27.5,61,0,5.22,EG,1691647908
458,kamphaeng phet,16.25,99.5,30.78,62,99,1.43,TH,1691647909
459,san patricio,28.017,-97.5169,29.36,81,1,6.8,US,1691647909
460,hami,42.8,93.45,35.57,17,6,2.35,CN,1691647910
461,topeka,39.0483,-95.678,22.28,93,0,0.0,US,1691647910
462,yingkou,40.6648,122.2283,29.24,48,24,9.38,CN,1691647911
463,paragominas,-2.9667,-47.4833,20.87,99,38,1.07,BR,1691647911
464,karratha,-20.7377,116.8463,28.01,27,27,4.83,AU,1691647912
465,levuka,50.1834,-105.4011,11.9,70,69,5.97,CA,1691647912
466,soledade,-28.8183,-52.5103,13.98,99,98,1.73,BR,1691647913
467,zeribet el oued,34.6828,6.5111,28.2,46,0,1.67,DZ,1691647913
468,kiunga,-6.1219,141.2906,27.87,64,90,1.88,PG,1691647914
469,lompoc,34.6391,-120.4579,17.66,87,100,1.54,US,1691647868
470,urengoy,65.9667,78.3667,14.17,71,99,9.81,RU,1691647915
471,sumbawa besar,-8.5,117.4333,32.14,40,6,5.09,ID,1691647915
472,tadine,-21.55,167.8833,18.74,59,13,9.58,NC,1691647916
473,okhotsk,59.3833,143.3,16.8,68,10,4.0,RU,1691647916
474,revelstoke,50.9832,-118.2023,15.4,92,57,1.02,CA,1691647709
475,taguatinga,-12.3857,-46.5711,25.26,39,52,3.95,BR,1691647917
476,kamloops,50.6665,-120.3192,17.55,73,40,4.12,CA,1691647918
477,newman,37.3138,-121.0208,23.13,73,0,0.89,US,1691647918
478,aguazul,5.1728,-72.5471,22.43,84,67,2.04,CO,1691647919
479,tucurui,-3.7661,-49.6725,22.17,96,26,1.85,BR,1691647919
480,berezovyy,51.6667,135.7,22.2,51,92,1.82,RU,1691647920
481,praya,14.9215,-23.5087,25.3,73,20,5.14,CV,1691647920
482,tarawa,1.419,172.984,30.05,74,20,2.06,KI,1691647920
483,mtwara,-10.2667,40.1833,23.91,67,1,6.17,TZ,1691647921
484,kosh-agach,50.0,88.6667,19.57,38,8,0.16,RU,1691647921
485,plettenberg bay,-34.0527,23.3716,16.32,56,28,1.85,ZA,1691647922
486,tshabong,-26.05,22.45,11.24,48,0,8.41,BW,1691647923
487,torbat-e heydariyeh,35.274,59.2195,28.4,19,0,10.11,IR,1691647923
488,brezina,33.0989,1.2608,28.35,25,0,2.44,DZ,1691647924
489,aldan,58.6031,125.3894,26.57,40,8,6.2,RU,1691647924
490,champerico,14.3,-91.9167,27.45,81,92,1.69,GT,1691647925
491,naranjito,-2.2167,-79.4833,23.82,86,91,0.89,EC,1691647925
492,riachao das neves,-11.7461,-44.91,20.03,50,10,1.2,BR,1691647926
493,kununurra,-15.7667,128.7333,31.99,22,56,4.63,AU,1691647909
494,demyansk,57.643,32.466,18.34,56,0,1.39,RU,1691647927
495,sinop,41.7711,34.8709,20.24,68,32,1.58,TR,1691647928
496,itamaraca,-7.7478,-34.8256,23.03,80,8,4.8,BR,1691647928
497,al kharijah,25.4514,30.5464,32.17,22,0,6.55,EG,1691647929
498,gokwe,-18.2048,28.9349,12.53,67,0,5.58,ZW,1691647929
499,horta,38.5333,-28.6333,20.57,86,20,2.68,PT,1691647930
500,butte,39.6499,-121.5677,26.12,44,0,0.0,US,1691647930
501,san juan de miraflores,-12.1629,-76.9635,20.29,82,54,3.86,PE,1691647931
502,santa ana de yacuma,-13.75,-65.4333,26.01,50,0,0.69,BO,1691647931
503,hastings,50.8552,0.5729,17.38,51,0,3.72,GB,1691647932
504,saint-francois,46.4154,3.9054,16.69,82,0,2.57,FR,1691647894
505,seeb,23.6703,58.1891,33.05,79,0,5.14,OM,1691647933
506,quelimane,-17.8786,36.8883,19.97,94,75,0.0,MZ,1691647933
507,fort bragg,35.139,-79.006,26.01,77,40,3.09,US,1691647934
508,aktobe,50.2797,57.2072,26.05,41,0,6.0,KZ,1691647934
509,brooks,50.5834,-111.8851,17.99,71,79,4.12,CA,1691647935
510,filadelfia,39.9523,-75.1638,23.36,84,0,0.0,US,1691647818
511,tabarka,36.9544,8.758,19.36,82,0,1.54,TN,1691647937
512,pachora,20.6667,75.35,30.77,57,70,5.33,IN,1691647698
513,bowen,-20.0167,148.2333,21.89,61,44,6.37,AU,1691647938
514,jasrasar,28.298,74.8093,33.57,47,41,4.72,IN,1691647938
515,namtsy,62.7161,129.6658,24.16,31,100,4.23,RU,1691647939
516,shenjiamen,29.9576,122.298,28.91,77,5,4.25,CN,1691647939
517,ballina,-28.8667,153.5667,23.21,59,2,7.06,AU,1691647940
518,nasarawa,8.5294,7.7242,22.49,97,72,1.8,NG,1691647940
519,bonthe,7.5264,-12.505,24.39,92,100,5.11,SL,1691647803
520,kennett,36.2362,-90.0556,22.08,100,0,9.26,US,1691647941
521,pangai,-19.8,-174.35,23.53,85,100,3.22,TO,1691647942
522,ndelele,4.0333,14.9333,20.25,99,100,0.75,CM,1691647942
523,pestovo,58.5938,35.8024,18.11,71,9,2.76,RU,1691647943
524,aripuana,-9.1667,-60.6333,25.52,55,79,0.72,BR,1691647944
525,kharp,66.8014,65.8081,18.46,48,11,3.67,RU,1691647944
526,hauterive,46.0901,3.4459,17.42,70,50,0.47,FR,1691647945
527,fisterra,42.9049,-9.2629,20.97,93,37,6.77,ES,1691647945
528,francistown,-21.17,27.5079,12.33,71,0,7.47,BW,1691647945
529,awjilah,29.1081,21.2869,26.04,54,0,4.99,LY,1691647946
530,leava,-14.3,-178.1667,27.52,76,57,4.22,WF,1691647947
531,kapuskasing,49.4169,-82.4331,15.05,94,75,3.09,CA,1691647947
532,kalamb,19.05,73.95,26.8,68,88,6.03,IN,1691647947
533,mbeya,-8.9,33.45,15.48,67,39,2.34,TZ,1691647949
534,suomussalmi,64.8869,28.9078,15.21,93,91,4.49,FI,1691647949
535,jinxiang,27.4327,120.6062,30.45,74,88,3.46,CN,1691647950
536,weston,26.1004,-80.3998,29.45,76,0,1.34,US,1691647950
537,gaomi,36.3833,119.7528,31.9,45,0,7.5,CN,1691647951
538,agadir,30.4202,-9.5982,22.25,46,14,1.37,MA,1691647778
539,aromashevo,56.8602,68.6375,18.35,63,96,3.73,RU,1691647952
540,bahia honda,22.9036,-83.1592,27.39,85,2,3.23,CU,1691647953
541,tvardita,46.1547,28.9656,21.43,47,100,4.56,MD,1691647953
542,kondopoga,62.2057,34.2614,18.72,93,97,2.21,RU,1691647954
543,nguigmi,14.2495,13.1092,26.45,70,100,4.19,NE,1691647954
544,tyukhtet,56.5389,89.3011,24.18,41,37,4.62,RU,1691647955
545,alatri,41.7306,13.3402,22.52,55,7,0.7,IT,1691647955
546,soanierana ivongo,-16.9167,49.5833,21.06,89,81,2.94,MG,1691647956
547,puerto baquerizo moreno,-0.9,-89.6,23.64,82,72,3.99,EC,1691647956
548,bachajon,17.0385,-92.1891,19.53,96,25,1.03,MX,1691647957
549,arkalyk,50.2486,66.9114,21.02,60,61,6.92,KZ,1691647957
550,kirakira,-10.4544,161.9205,25.29,86,100,5.23,SB,1691647958
551,general conesa,-40.1,-64.4333,12.21,52,100,5.07,AR,1691647958
552,rongelap,11.1635,166.8941,28.62,74,30,4.39,MH,1691647959
553,santa maria,-29.6842,-53.8069,14.41,98,85,0.82,BR,1691647960
554,jwaneng,-24.6004,24.7303,9.82,67,0,7.17,BW,1691647960
555,antofagasta,-23.65,-70.4,16.6,83,66,4.31,CL,1691647564
556,kristiansund,63.1115,7.732,10.36,93,75,2.06,NO,1691647962
557,kayangel,8.0823,134.7173,28.2,78,47,7.9,PW,1691647962
558,ismailia,30.6043,32.2723,26.48,63,0,1.51,EG,1691647956
559,mazatlan,23.2167,-106.4167,29.45,89,75,1.34,MX,1691647818
560,metlili chaamba,32.2667,3.6333,30.52,22,0,5.66,DZ,1691647964
561,mukalla,14.5425,49.1242,32.35,55,79,1.25,YE,1691647941
562,hayrabolu,41.2131,27.1069,22.3,61,62,4.5,TR,1691647965
563,noosa heads,-26.3833,153.15,21.17,56,12,4.75,AU,1691647965
564,duku,11.2361,4.9073,22.02,98,99,2.05,NG,1691647966
